  0  75 { (   0.648,    0.756), (   0.648,    0.756), (   0.666,    0.741), (   0.666,    0.741), (   0.666,    0.741) }   0  66
  0  76 { (   0.650,    0.755), (   0.651,    0.755), (   0.668,    0.740), (   0.668,    0.740), (   0.668,    0.740) }   1  17
  0  77 { (   0.651,    0.755), (   0.651,    0.755), (   0.668,    0.740), (   0.668,    0.740), (   0.668,    0.740) }   0  67
  0  78 { (   0.652,    0.753), (   0.653,    0.753), (   0.670,    0.739), (   0.670,    0.739), (   0.670,    0.739) }   1  18
  0  79 { (   0.653,    0.753), (   0.653,    0.753), (   0.670,    0.739), (   0.670,    0.739), (   0.670,    0.739) }   0  68
  0  80 { (   0.655,    0.752), (   0.655,    0.751), (   0.671,    0.738), (   0.671,    0.738), (   0.671,    0.738) }   1  19
  0  81 { (   0.655,    0.751), (   0.655,    0.751), (   0.671,    0.738), (   0.671,    0.738), (   0.671,    0.738) }   0  69
  0  82 { (   0.657,    0.750), (   0.657,    0.750), (   0.673,    0.737), (   0.673,    0.737), (   0.673,    0.737) }   1  20
  0  83 { (   0.657,    0.750), (   0.657,    0.750), (   0.673,    0.737), (   0.673,    0.737), (   0.673,    0.737) }   0  70
  0  84 { (   0.659,    0.749), (   0.659,    0.748), (   0.674,    0.736), (   0.674,    0.736), (   0.674,    0.736) }   1  21
  0  85 { (   0.659,    0.748), (   0.659,    0.748), (   0.674,    0.736), (   0.674,    0.736), (   0.674,    0.736) }   0  71
  0  86 { (   0.661,    0.747), (   0.661,    0.747), (   0.675,    0.735), (   0.675,    0.735), (   0.675,    0.735) }   1  22
  0  87 { (   0.661,    0.747), (   0.661,    0.747), (   0.675,    0.735), (   0.675,    0.735), (   0.675,    0.735) }   0  72
  0  88 { (   0.663,    0.746), (   0.663,    0.745), (   0.677,    0.734), (   0.677,    0.734), (   0.677,    0.734) }   1  23
  0  89 { (   0.663,    0.745), (   0.663,    0.745), (   0.677,    0.734), (   0.677,    0.734), (   0.677,    0.734) }   0  73
  0  90 { (   0.665,    0.744), (   0.665,    0.744), (   0.678,    0.733), (   0.678,    0.733), (   0.678,    0.733) }   1  24
  0  91 { (   0.665,    0.744), (   0.665,    0.744), (   0.678,    0.732), (   0.678,    0.732), (   0.678,    0.732) }   0  74
  0  92 { (   0.667,    0.743), (   0.667,    0.742), (   0.679,    0.731), (   0.679,    0.731), (   0.679,    0.731) }   1  25
  0  93 { (   0.667,    0.742), (   0.667,    0.742), (   0.679,    0.731), (   0.679,    0.731), (   0.679,    0.731) }   0  75
  0  94 { (   0.669,    0.741), (   0.669,    0.741), (   0.681,    0.730), (   0.681,    0.730), (   0.681,    0.730) }   1  26
  0  95 { (   0.669,    0.741), (   0.669,    0.741), (   0.681,    0.730), (   0.681,    0.730), (   0.681,    0.730) }   0  76
  0  96 { (   0.671,    0.740), (   0.671,    0.739), (   0.682,    0.729), (   0.682,    0.729), (   0.682,    0.729) }   1  27
  0  97 { (   0.671,    0.739), (   0.671,    0.739), (   0.682,    0.729), (   0.682,    0.729), (   0.682,    0.729) }   0  77
  0  98 { (   0.672,    0.738), (   0.673,    0.738), (   0.683,    0.728), (   0.683,    0.728), (   0.683,    0.728) }   1  28
  0  99 { (   0.673,    0.738), (   0.673,    0.738), (   0.683,    0.728), (   0.683,    0.728), (   0.683,    0.728) }   0  78
  0 100 { (   0.674,    0.737), (   0.675,    0.736), (   0.685,    0.727), (   0.685,    0.727), (   0.685,    0.727) }   1  29
  0 101 { (   0.675,    0.736), (   0.675,    0.736), (   0.685,    0.727), (   0.685,    0.727), (   0.685,    0.727) }   0  79
  0 102 { (   0.676,    0.735), (   0.676,    0.735), (   0.686,    0.726), (   0.686,    0.726), (   0.686,    0.726) }   1  30
  0 103 { (   0.676,    0.735), (   0.676,    0.735), (   0.686,    0.726), (   0.686,    0.726), (   0.686,    0.726) }   0  80
  0 104 { (   0.678,    0.734), (   0.678,    0.733), (   0.687,    0.725), (   0.687,    0.725), (   0.687,    0.725) }   1  31
  0 105 { (   0.678,    0.733), (   0.678,    0.733), (   0.687,    0.725), (   0.687,    0.725), (   0.687,    0.725) }   0  81
  0 106 { (   0.680,    0.732), (   0.680,    0.732), (   0.688,    0.724), (   0.688,    0.724), (   0.688,    0.724) }   1  32
  0 107 { (   0.680,    0.732), (   0.680,    0.732), (   0.688,    0.724), (   0.688,    0.724), (   0.688,    0.724) }   0  82
  0 108 { (   0.681,    0.731), (   0.682,    0.730), (   0.689,    0.723), (   0.689,    0.723), (   0.689,    0.723) }   1  33
  0 109 { (   0.682,    0.730), (   0.682,    0.730), (   0.690,    0.723), (   0.690,    0.723), (   0.690,    0.723) }   0  83
  0 110 { (   0.683,    0.729), (   0.683,    0.729), (   0.691,    0.722), (   0.691,    0.722), (   0.691,    0.722) }   1  34
  0 111 { (   0.683,    0.729), (   0.683,    0.729), (   0.691,    0.722), (   0.691,    0.722), (   0.691,    0.722) }   0  84
  0 112 { (   0.685,    0.728), (   0.685,    0.728), (   0.692,    0.721), (   0.692,    0.721), (   0.692,    0.721) }   1  35
  0 113 { (   0.685,    0.727), (   0.685,    0.727), (   0.692,    0.721), (   0.692,    0.721), (   0.692,    0.721) }   0  85
  0 114 { (   0.686,    0.726), (   0.687,    0.726), (   0.693,    0.720), (   0.693,    0.720), (   0.693,    0.720) }   1  36
  0 115 { (   0.687,    0.726), (   0.687,    0.726), (   0.693,    0.720), (   0.693,    0.720), (   0.693,    0.720) }   0  86
  0 116 { (   0.688,    0.725), (   0.688,    0.725), (   0.694,    0.719), (   0.694,    0.719), (   0.694,    0.719) }   1  37
  0 117 { (   0.688,    0.725), (   0.688,    0.725), (   0.694,    0.719), (   0.694,    0.719), (   0.694,    0.719) }   0  87
  0 118 { (   0.690,    0.724), (   0.690,    0.723), (   0.695,    0.718), (   0.695,    0.718), (   0.695,    0.718) }   1  38
  0 119 { (   0.690,    0.723), (   0.690,    0.723), (   0.695,    0.718), (   0.695,    0.718), (   0.695,    0.718) }   0  88
  0 120 { (   0.691,    0.722), (   0.692,    0.722), (   0.696,    0.717), (   0.696,    0.717), (   0.696,    0.717) }   1  39
  0 121 { (   0.692,    0.722), (   0.692,    0.722), (   0.696,    0.717), (   0.696,    0.717), (   0.696,    0.717) }   0  89
  0 122 { (   0.693,    0.721), (   0.693,    0.720), (   0.697,    0.716), (   0.697,    0.716), (   0.697,    0.716) }   1  40
  0 123 { (   0.693,    0.720), (   0.693,    0.720), (   0.697,    0.716), (   0.697,    0.716), (   0.697,    0.716) }   0  90
  0 124 { (   0.694,    0.719), (   0.695,    0.719), (   0.699,    0.715), (   0.699,    0.715), (   0.699,    0.715) }   1  41
  0 125 { (   0.695,    0.719), (   0.695,    0.719), (   0.699,    0.715), (   0.699,    0.715), (   0.699,    0.715) }   0  91
  0 126 { (   0.696,    0.718), (   0.696,    0.717), (   0.700,    0.714), (   0.700,    0.714), (   0.700,    0.714) }   1  42
  0 127 { (   0.696,    0.717), (   0.696,    0.717), (   0.700,    0.714), (   0.700,    0.714), (   0.700,    0.714) }   0  92
  0 128 { (   0.697,    0.716), (   0.698,    0.716), (   0.701,    0.713), (   0.701,    0.713), (   0.701,    0.713) }   1  43
  0 129 { (   0.698,    0.716), (   0.698,    0.716), (   0.701,    0.713), (   0.701,    0.713), (   0.701,    0.713) }   0  93
  0 130 { (   0.699,    0.715), (   0.699,    0.715), (   0.702,    0.712), (   0.702,    0.712), (   0.702,    0.712) }   1  44
  0 131 { (   0.699,    0.715), (   0.699,    0.715), (   0.702,    0.712), (   0.702,    0.712), (   0.702,    0.712) }   0  94
  0 132 { (   0.700,    0.714), (   0.701,    0.713), (   0.703,    0.711), (   0.703,    0.711), (   0.703,    0.711) }   1  45
  0 133 { (   0.701,    0.713), (   0.701,    0.713), (   0.703,    0.711), (   0.703,    0.711), (   0.703,    0.711) }   0  95
  0 134 { (   0.702,    0.712), (   0.702,    0.712), (   0.704,    0.711), (   0.704,    0.711), (   0.704,    0.711) }   1  46
  0 135 { (   0.702,    0.712), (   0.702,    0.712), (   0.704,    0.711), (   0.704,    0.711), (   0.704,    0.711) }   0  96
  0 136 { (   0.703,    0.711), (   0.703,    0.711), (   0.705,    0.710), (   0.705,    0.710), (   0.705,    0.710) }   1  47
  0 137 { (   0.703,    0.711), (   0.703,    0.711), (   0.705,    0.710), (   0.705,    0.710), (   0.705,    0.710) }   0  97
  0 138 { (   0.704,    0.710), (   0.705,    0.710), (   0.705,    0.709), (   0.705,    0.709), (   0.705,    0.709) }   1  48
  0 139 { (   0.705,    0.710), (   0.705,    0.710), (   0.705,    0.709), (   0.705,    0.709), (   0.705,    0.709) }   0  98
  0 140 { (   0.706,    0.709), (   0.706,    0.708), (   0.706,    0.708), (   0.706,    0.708), (   0.706,    0.708) }   1  49
  0 141 { (   0.706,    0.708), (   0.706,    0.708), (   0.706,    0.708), (   0.706,    0.708), (   0.706,    0.708) }   0  99
  0 142 { (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707) }   1  50
  0 143 { (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707) }   0 100
  0 144 { (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707), (   0.707,    0.707) }   4   1
  0 145 { (   0.708,    0.706), (   0.708,    0.706), (   0.708,    0.706), (   0.708,    0.706), (   0.708,    0.706) }   3   1
  0 146 { (   0.708,    0.706), (   0.708,    0.706), (   0.708,    0.706), (   0.708,    0.706), (   0.709,    0.706) }   4   2
  0 147 { (   0.709,    0.705), (   0.709,    0.705), (   0.709,    0.705), (   0.710,    0.705), (   0.710,    0.705) }   3   2
  0 148 { (   0.709,    0.705), (   0.709,    0.705), (   0.709,    0.705), (   0.710,    0.705), (   0.710,    0.704) }   4   3
  0 149 { (   0.710,    0.705), (   0.710,    0.705), (   0.710,    0.705), (   0.711,    0.703), (   0.711,    0.703) }   3   3
  0 150 { (   0.710,    0.705), (   0.710,    0.705), (   0.710,    0.705), (   0.711,    0.703), (   0.711,    0.703) }   4   4
  0 151 { (   0.711,    0.704), (   0.711,    0.704), (   0.711,    0.704), (   0.712,    0.702), (   0.712,    0.702) }   3   4
  0 152 { (   0.711,    0.704), (   0.711,    0.704), (   0.711,    0.704), (   0.712,    0.702), (   0.712,    0.702) }   4   5
  0 153 { (   0.711,    0.703), (   0.711,    0.703), (   0.711,    0.703), (   0.713,    0.701), (   0.713,    0.701) }   3   5
  0 154 { (   0.711,    0.703), (   0.711,    0.703), (   0.711,    0.703), (   0.713,    0.701), (   0.714,    0.700) }   4   6
  0 155 { (   0.712,    0.702), (   0.712,    0.702), (   0.712,    0.702), (   0.715,    0.699), (   0.715,    0.699) }   3   6
  0 156 { (   0.712,    0.702), (   0.712,    0.702), (   0.712,    0.702), (   0.715,    0.699), (   0.715,    0.699) }   4   7
  0 157 { (   0.713,    0.701), (   0.713,    0.701), (   0.713,    0.701), (   0.716,    0.698), (   0.716,    0.698) }   3   7
  0 158 { (   0.713,    0.701), (   0.713,    0.701), (   0.713,    0.701), (   0.716,    0.698), (   0.716,    0.697) }   4   8
  0 159 { (   0.714,    0.700), (   0.714,    0.700), (   0.714,    0.700), (   0.717,    0.696), (   0.717,    0.696) }   3   8
  0 160 { (   0.714,    0.700), (   0.714,    0.700), (   0.714,    0.700), (   0.717,    0.696), (   0.718,    0.696) }   4   9
  0 161 { (   0.715,    0.699), (   0.715,    0.699), (   0.715,    0.699), (   0.719,    0.695), (   0.719,    0.695) }   3   9
  0 162 { (   0.715,    0.699), (   0.715,    0.699), (   0.715,    0.699), (   0.719,    0.695), (   0.719,    0.694) }   4  10
  0 163 { (   0.716,    0.697), (   0.716,    0.697), (   0.716,    0.697), (   0.720,    0.693), (   0.720,    0.693) }   3  10
  0 164 { (   0.716,    0.697), (   0.716,    0.697), (   0.716,    0.697), (   0.720,    0.693), (   0.721,    0.693) }   4  11
  0 165 { (   0.717,    0.696), (   0.717,    0.696), (   0.717,    0.696), (   0.722,    0.692), (   0.722,    0.692) }   3  11
  0 166 { (   0.717,    0.696), (   0.717,    0.696), (   0.717,    0.696), (   0.722,    0.692), (   0.722,    0.691) }   4  12
  0 167 { (   0.718,    0.695), (   0.718,    0.695), (   0.718,    0.695), (   0.723,    0.690), (   0.723,    0.690) }   3  12
  0 168 { (   0.718,    0.695), (   0.718,    0.695), (   0.718,    0.695), (   0.723,    0.690), (   0.724,    0.690) }   4  13
  0 169 { (   0.719,    0.694), (   0.719,    0.694), (   0.719,    0.694), (   0.725,    0.688), (   0.725,    0.688) }   3  13
  0 170 { (   0.719,    0.694), (   0.719,    0.694), (   0.719,    0.694), (   0.725,    0.688), (   0.725,    0.688) }   4  14
  0 171 { (   0.720,    0.693), (   0.720,    0.693), (   0.720,    0.693), (   0.726,    0.687), (   0.726,    0.687) }   3  14
  0 172 { (   0.720,    0.693), (   0.720,    0.693), (   0.720,    0.693), (   0.726,    0.687), (   0.726,    0.686) }   4  15
  0 173 { (   0.721,    0.692), (   0.721,    0.692), (   0.721,    0.692), (   0.727,    0.685), (   0.727,    0.685) }   3  15
  0 174 { (   0.721,    0.692), (   0.721,    0.692), (   0.721,    0.692), (   0.728,    0.685), (   0.728,    0.685) }   4  16
  0 175 { (   0.722,    0.691), (   0.722,    0.691), (   0.722,    0.691), (   0.729,    0.683), (   0.729,    0.683) }   3  16
  0 176 { (   0.722,    0.691), (   0.722,    0.691), (   0.722,    0.691), (   0.729,    0.683), (   0.729,    0.683) }   4  17
  0 177 { (   0.723,    0.690), (   0.723,    0.690), (   0.723,    0.690), (   0.730,    0.682), (   0.730,    0.682) }   3  17
  0 178 { (   0.723,    0.689), (   0.723,    0.689), (   0.723,    0.689), (   0.730,    0.682), (   0.731,    0.681) }   4  18
  0 179 { (   0.724,    0.688), (   0.724,    0.688), (   0.724,    0.688), (   0.732,    0.680), (   0.732,    0.680) }   3  18
  0 180 { (   0.724,    0.688), (   0.724,    0.688), (   0.724,    0.688), (   0.732,    0.680), (   0.732,    0.680) }   4  19
  0 181 { (   0.725,    0.687), (   0.725,    0.687), (   0.725,    0.687), (   0.733,    0.678), (   0.733,    0.678) }   3  19
  0 182 { (   0.725,    0.687), (   0.725,    0.687), (   0.725,    0.687), (   0.733,    0.678), (   0.734,    0.678) }   4  20
  0 183 { (   0.726,    0.686), (   0.726,    0.686), (   0.726,    0.686), (   0.735,    0.676), (   0.735,    0.676) }   3  20
  0 184 { (   0.726,    0.686), (   0.726,    0.686), (   0.726,    0.686), (   0.735,    0.676), (   0.735,    0.676) }   4  21
  0 185 { (   0.727,    0.685), (   0.727,    0.685), (   0.727,    0.685), (   0.736,    0.675), (   0.736,    0.675) }   3  21
  0 186 { (   0.727,    0.685), (   0.727,    0.685), (   0.727,    0.685), (   0.736,    0.675), (   0.737,    0.674) }   4  22
  0 187 { (   0.728,    0.683), (   0.728,    0.683), (   0.728,    0.683), (   0.738,    0.673), (   0.738,    0.673) }   3  22
  0 188 { (   0.728,    0.683), (   0.728,    0.683), (   0.728,    0.683), (   0.738,    0.673), (   0.738,    0.672) }   4  23
  0 189 { (   0.729,    0.682), (   0.729,    0.682), (   0.729,    0.682), (   0.739,    0.671), (   0.739,    0.671) }   3  23
  0 190 { (   0.729,    0.682), (   0.729,    0.682), (   0.729,    0.682), (   0.739,    0.671), (   0.740,    0.671) }   4  24
  0 191 { (   0.730,    0.681), (   0.730,    0.681), (   0.730,    0.681), (   0.741,    0.669), (   0.741,    0.669) }   3  24
  0 192 { (   0.730,    0.681), (   0.730,    0.681), (   0.730,    0.681), (   0.741,    0.669), (   0.741,    0.669) }   4  25
  0 193 { (   0.731,    0.679), (   0.731,    0.679), (   0.731,    0.679), (   0.742,    0.667), (   0.742,    0.667) }   3  25
  0 194 { (   0.731,    0.679), (   0.731,    0.679), (   0.731,    0.679), (   0.742,    0.667), (   0.743,    0.667) }   4  26
  0 195 { (   0.732,    0.678), (   0.732,    0.678), (   0.732,    0.678), (   0.744,    0.665), (   0.744,    0.665) }   3  26
  0 196 { (   0.733,    0.678), (   0.733,    0.678), (   0.733,    0.678), (   0.744,    0.665), (   0.744,    0.665) }   4  27
  0 197 { (   0.734,    0.677), (   0.734,    0.677), (   0.734,    0.677), (   0.745,    0.663), (   0.745,    0.663) }   3  27
  0 198 { (   0.734,    0.677), (   0.734,    0.677), (   0.734,    0.677), (   0.745,    0.663), (   0.746,    0.663) }   4  28
  0 199 { (   0.735,    0.675), (   0.735,    0.675), (   0.735,    0.675), (   0.747,    0.661), (   0.747,    0.661) }   3  28
  0 200 { (   0.735,    0.675), (   0.735,    0.675), (   0.735,    0.675), (   0.747,    0.661), (   0.747,    0.661) }   4  29
  0 201 { (   0.736,    0.674), (   0.736,    0.674), (   0.736,    0.674), (   0.748,    0.659), (   0.748,    0.659) }   3  29
  0 202 { (   0.736,    0.674), (   0.736,    0.674), (   0.736,    0.674), (   0.748,    0.659), (   0.749,    0.659) }   4  30
